lane_id,det_id
194922784#0_0,e1det_194922784#0_0
194922784#1_0,e1det_194922784#1_0
194922784#4_0,e1det_194922784#4_0
194922784#5_0,e1det_194922784#5_0
200978004#2_0,e1det_200978004#2_0
201293013#1_0,e1det_201293013#1_0
21654620_0,e1det_21654620_0
217106658#0_0,e1det_217106658#0_0
217106658#5_0,e1det_217106658#5_0
217106666#0_0,e1det_217106666#0_0
217106666#1_0,e1det_217106666#1_0
217106666#4_0,e1det_217106666#4_0
217106666#7_0,e1det_217106666#7_0
217106666#8_0,e1det_217106666#8_0
217106668#0_0,e1det_217106668#0_0
217106668#1_0,e1det_217106668#1_0
217991113#2_0,e1det_217991113#2_0
217991113#3_0,e1det_217991113#3_0
217992201_0,e1det_217992201_0
219330749#3_0,e1det_219330749#3_0
219330749#3_1,e1det_219330749#3_1
219330752_0,e1det_219330752_0
219330753#1_0,e1det_219330753#1_0
219330754#0_0,e1det_219330754#0_0
219332879_0,e1det_219332879_0
219332883_0,e1det_219332883_0
219332889_0,e1det_219332889_0
219332912#0_0,e1det_219332912#0_0
219332912#1_0,e1det_219332912#1_0
219332912#4_0,e1det_219332912#4_0
219333378_0,e1det_219333378_0
219487086#4_0,e1det_219487086#4_0
219487086#4_1,e1det_219487086#4_1
220917827#4_0,e1det_220917827#4_0
220918379#3_0,e1det_220918379#3_0
220918380#0_0,e1det_220918380#0_0
226703690_0,e1det_226703690_0
227131351#0_0,e1det_227131351#0_0
227131351#1_0,e1det_227131351#1_0
227131351#2_0,e1det_227131351#2_0
227131352#11_0,e1det_227131352#11_0
227131352#12_0,e1det_227131352#12_0
227131352#1_0,e1det_227131352#1_0
227131352#2_0,e1det_227131352#2_0
227131352#4_0,e1det_227131352#4_0
227131352#5_0,e1det_227131352#5_0
227131352#6_0,e1det_227131352#6_0
227131352#7_0,e1det_227131352#7_0
227131352#8_0,e1det_227131352#8_0
227131352#9_0,e1det_227131352#9_0
227131357#10_0,e1det_227131357#10_0
227131357#3_0,e1det_227131357#3_0
227131357#4_0,e1det_227131357#4_0
227131357#6_0,e1det_227131357#6_0
227131357#7_0,e1det_227131357#7_0
227131357#8_0,e1det_227131357#8_0
227131357#9_0,e1det_227131357#9_0
227131362_0,e1det_227131362_0
227131366#0_0,e1det_227131366#0_0
227131927#1_0,e1det_227131927#1_0
227131927#2_0,e1det_227131927#2_0
227131928#3_0,e1det_227131928#3_0
227131928#4_0,e1det_227131928#4_0
227131928#5_0,e1det_227131928#5_0
227131929#0_0,e1det_227131929#0_0
227131929#2_0,e1det_227131929#2_0
227131929#3_0,e1det_227131929#3_0
227131930_0,e1det_227131930_0
227131933#1_0,e1det_227131933#1_0
227135615#1_0,e1det_227135615#1_0
227135615#2_0,e1det_227135615#2_0
227135616#0_0,e1det_227135616#0_0
227135617#1_0,e1det_227135617#1_0
227135617#1_1,e1det_227135617#1_1
227135617#2_0,e1det_227135617#2_0
227135617#3_0,e1det_227135617#3_0
227135621#0_0,e1det_227135621#0_0
227135621#1_0,e1det_227135621#1_0
227135621#2_0,e1det_227135621#2_0
227135623#0_0,e1det_227135623#0_0
227135623#1_0,e1det_227135623#1_0
227139176#1_0,e1det_227139176#1_0
22759931_0,e1det_22759931_0
22759944_0,e1det_22759944_0
227668227#11_0,e1det_227668227#11_0
227668229#2_0,e1det_227668229#2_0
227668230#1_0,e1det_227668230#1_0
227668231#0_0,e1det_227668231#0_0
227668231#2_0,e1det_227668231#2_0
227668233#2_0,e1det_227668233#2_0
227668233#3_0,e1det_227668233#3_0
227668234#1_0,e1det_227668234#1_0
227669820#0_0,e1det_227669820#0_0
227704462_0,e1det_227704462_0
22799948_0,e1det_22799948_0
22799950#3_0,e1det_22799950#3_0
22799950#5_0,e1det_22799950#5_0
22799962#0_0,e1det_22799962#0_0
229610044#1_0,e1det_229610044#1_0
229696346#1_0,e1det_229696346#1_0
229699730_0,e1det_229699730_0
232721651_0,e1det_232721651_0
233756369#0_0,e1det_233756369#0_0
233756369#0_1,e1det_233756369#0_1
233756369#0_2,e1det_233756369#0_2
233756369#1_0,e1det_233756369#1_0
233756369#1_1,e1det_233756369#1_1
233756369#1_2,e1det_233756369#1_2
233756369#3_0,e1det_233756369#3_0
233756369#3_1,e1det_233756369#3_1
233756369#3_2,e1det_233756369#3_2
23426804#0_0,e1det_23426804#0_0
23426804#1_0,e1det_23426804#1_0
234435454#2_0,e1det_234435454#2_0
234435454#2_1,e1det_234435454#2_1
234442009_0,e1det_234442009_0
234442025#0_0,e1det_234442025#0_0
234442025#1_0,e1det_234442025#1_0
234442032_0,e1det_234442032_0
234442035#2_0,e1det_234442035#2_0
235466190#0_0,e1det_235466190#0_0
235466190#0_1,e1det_235466190#0_1
236198636#0_0,e1det_236198636#0_0
236198636#2_0,e1det_236198636#2_0
236198639#0_0,e1det_236198639#0_0
236198639#1_0,e1det_236198639#1_0
236198639#2_0,e1det_236198639#2_0
236198639#3_0,e1det_236198639#3_0
236198639#6_0,e1det_236198639#6_0
236198639#8_0,e1det_236198639#8_0
237011435#4_0,e1det_237011435#4_0
237011435#4_1,e1det_237011435#4_1
237011435#4_2,e1det_237011435#4_2
237011436_0,e1det_237011436_0
237011436_1,e1det_237011436_1
237011440#0_0,e1det_237011440#0_0
237011441#1_0,e1det_237011441#1_0
237011443#1_0,e1det_237011443#1_0
237011443#1_1,e1det_237011443#1_1
237581600#0_0,e1det_237581600#0_0
237581600#1_0,e1det_237581600#1_0
237581600#2_0,e1det_237581600#2_0
237581600#3_0,e1det_237581600#3_0
237581600#4_0,e1det_237581600#4_0
237581600#5_0,e1det_237581600#5_0
237581600#6_0,e1det_237581600#6_0
237581600#7_0,e1det_237581600#7_0
237581600#8_0,e1det_237581600#8_0
237581600#9_0,e1det_237581600#9_0
237950580_0,e1det_237950580_0
237950581_0,e1det_237950581_0
238412937#1_0,e1det_238412937#1_0
238412937#2_0,e1det_238412937#2_0
238420838#13_0,e1det_238420838#13_0
23892248#2_0,e1det_23892248#2_0
23892248#3_0,e1det_23892248#3_0
23892248#4_0,e1det_23892248#4_0
23892248#5_0,e1det_23892248#5_0
239167099#1_0,e1det_239167099#1_0
239167099#1_1,e1det_239167099#1_1
239167099#3_0,e1det_239167099#3_0
239167099#3_1,e1det_239167099#3_1
239167100#4_0,e1det_239167100#4_0
239167101#1_0,e1det_239167101#1_0
239167102#3_0,e1det_239167102#3_0
239167102#4_0,e1det_239167102#4_0
240367921#1_0,e1det_240367921#1_0
240367921#2_0,e1det_240367921#2_0
240367922#1_0,e1det_240367922#1_0
240367922#1_1,e1det_240367922#1_1
240367923#4_0,e1det_240367923#4_0
240367930#5_0,e1det_240367930#5_0
240367933#4_0,e1det_240367933#4_0
240367934#0_0,e1det_240367934#0_0
240367934#11_0,e1det_240367934#11_0
240367934#6_0,e1det_240367934#6_0
240367934#7_0,e1det_240367934#7_0
240367934#8_0,e1det_240367934#8_0
240367934#9_0,e1det_240367934#9_0
242787708#4_0,e1det_242787708#4_0
242787708#5_0,e1det_242787708#5_0
243055468#2_0,e1det_243055468#2_0
243055468#2_1,e1det_243055468#2_1
243055475_0,e1det_243055475_0
244012054_0,e1det_244012054_0
244012055_0,e1det_244012055_0
244012059#0_0,e1det_244012059#0_0
244012059#4_0,e1det_244012059#4_0
244012059#5_0,e1det_244012059#5_0
24691163#1_0,e1det_24691163#1_0
24691220#0_0,e1det_24691220#0_0
24691220#1_0,e1det_24691220#1_0
24691220#2_0,e1det_24691220#2_0
24691220#3_0,e1det_24691220#3_0
24691220#4_0,e1det_24691220#4_0
24691220#5_0,e1det_24691220#5_0
249229902_0,e1det_249229902_0
251324796#0_0,e1det_251324796#0_0
251324796#13_0,e1det_251324796#13_0
251324796#14_0,e1det_251324796#14_0
251324796#15_0,e1det_251324796#15_0
251324796#16_0,e1det_251324796#16_0
251324796#17_0,e1det_251324796#17_0
251324796#18_0,e1det_251324796#18_0
251324796#20_0,e1det_251324796#20_0
251324796#21_0,e1det_251324796#21_0
251324796#22_0,e1det_251324796#22_0
251327809_0,e1det_251327809_0
251327824#0_0,e1det_251327824#0_0
251327824#1_0,e1det_251327824#1_0
251327824#2_0,e1det_251327824#2_0
251327824#3_0,e1det_251327824#3_0
251329004_0,e1det_251329004_0
251329005_0,e1det_251329005_0
251334042_0,e1det_251334042_0
25207520#2_0,e1det_25207520#2_0
25207520#4_0,e1det_25207520#4_0
25207520#5_0,e1det_25207520#5_0
25207520#6_0,e1det_25207520#6_0
25207520#7_0,e1det_25207520#7_0
253164064_0,e1det_253164064_0
25446414_0,e1det_25446414_0
25446415#0_0,e1det_25446415#0_0
25446415#10_0,e1det_25446415#10_0
25446415#5_0,e1det_25446415#5_0
25446415#6_0,e1det_25446415#6_0
25446415#9_0,e1det_25446415#9_0
255784670_0,e1det_255784670_0
25686353#4_0,e1det_25686353#4_0
26152147#1_0,e1det_26152147#1_0
26152147#1_1,e1det_26152147#1_1
26152147#2_0,e1det_26152147#2_0
26152147#2_1,e1det_26152147#2_1
26152148_0,e1det_26152148_0
26152148_1,e1det_26152148_1
264714515_0,e1det_264714515_0
26679374#2_0,e1det_26679374#2_0
26679374#3_0,e1det_26679374#3_0
26679376#10_0,e1det_26679376#10_0
26679376#5_0,e1det_26679376#5_0
26679376#6_0,e1det_26679376#6_0
26679376#9_0,e1det_26679376#9_0
26812102_0,e1det_26812102_0
26812102_1,e1det_26812102_1
26812131#0_0,e1det_26812131#0_0
26812131#0_1,e1det_26812131#0_1
26812131#1_0,e1det_26812131#1_0
26812131#1_1,e1det_26812131#1_1
26812136#0_0,e1det_26812136#0_0
26812136#0_1,e1det_26812136#0_1
26812136#1_0,e1det_26812136#1_0
26812136#1_1,e1det_26812136#1_1
27081693#3_0,e1det_27081693#3_0
27081693#3_1,e1det_27081693#3_1
27081693#5_0,e1det_27081693#5_0
27081693#5_1,e1det_27081693#5_1
27262001#1_0,e1det_27262001#1_0
27262001#1_1,e1det_27262001#1_1
27262001#2_0,e1det_27262001#2_0
27262001#2_1,e1det_27262001#2_1
27262016#0_0,e1det_27262016#0_0
27262016#0_1,e1det_27262016#0_1
27265184#0_0,e1det_27265184#0_0
27945353#3_0,e1det_27945353#3_0
283538690#7_0,e1det_283538690#7_0
283538690#8_0,e1det_283538690#8_0
283538690#9_0,e1det_283538690#9_0
28416144#2_0,e1det_28416144#2_0
29229119#1_0,e1det_29229119#1_0
29229119#1_1,e1det_29229119#1_1
29235175#1_0,e1det_29235175#1_0
29235182_0,e1det_29235182_0
29235183#10_0,e1det_29235183#10_0
29235183#11_0,e1det_29235183#11_0
29235183#12_0,e1det_29235183#12_0
29235183#1_0,e1det_29235183#1_0
29235183#2_0,e1det_29235183#2_0
29235183#3_0,e1det_29235183#3_0
29235183#4_0,e1det_29235183#4_0
29235183#5_0,e1det_29235183#5_0
29235183#7_0,e1det_29235183#7_0
29813003#4_0,e1det_29813003#4_0
29813003#7_0,e1det_29813003#7_0
30064848#0_0,e1det_30064848#0_0
30064848#1_0,e1det_30064848#1_0
30064875#0_0,e1det_30064875#0_0
30064875#0_1,e1det_30064875#0_1
32954667#4_0,e1det_32954667#4_0
32954667#5_0,e1det_32954667#5_0
33455540_0,e1det_33455540_0
33455540_1,e1det_33455540_1
33455609#1_0,e1det_33455609#1_0
33455857_0,e1det_33455857_0
34319868#0_0,e1det_34319868#0_0
34319868#1_0,e1det_34319868#1_0
352009011_0,e1det_352009011_0
40696643#5_0,e1det_40696643#5_0
409380281_0,e1det_409380281_0
41656898#3_0,e1det_41656898#3_0
41656946#0_0,e1det_41656946#0_0
41656946#0_1,e1det_41656946#0_1
41656946#1_0,e1det_41656946#1_0
41656946#1_1,e1det_41656946#1_1
41656946#2_0,e1det_41656946#2_0
41656946#2_1,e1det_41656946#2_1
41656946#8_0,e1det_41656946#8_0
41656946#8_1,e1det_41656946#8_1
41656946#9_0,e1det_41656946#9_0
41656946#9_1,e1det_41656946#9_1
41656965#4_0,e1det_41656965#4_0
41656965#5_0,e1det_41656965#5_0
41656965#7_0,e1det_41656965#7_0
422119589#1_0,e1det_422119589#1_0
422119590#0_0,e1det_422119590#0_0
422119590#1_0,e1det_422119590#1_0
42345998#0_0,e1det_42345998#0_0
42345998#0_1,e1det_42345998#0_1
42345998#0_2,e1det_42345998#0_2
42345998#10_0,e1det_42345998#10_0
42345998#10_1,e1det_42345998#10_1
42345998#10_2,e1det_42345998#10_2
42345998#1_0,e1det_42345998#1_0
42345998#1_1,e1det_42345998#1_1
42345998#1_2,e1det_42345998#1_2
42353538#8_0,e1det_42353538#8_0
42353538#9_0,e1det_42353538#9_0
42353576#0_0,e1det_42353576#0_0
42353576#2_0,e1det_42353576#2_0
42353576#5_0,e1det_42353576#5_0
42353589#1_0,e1det_42353589#1_0
42353627#7_0,e1det_42353627#7_0
42353627#9_0,e1det_42353627#9_0
42353706#0_0,e1det_42353706#0_0
42353706#1_0,e1det_42353706#1_0
42353706#2_0,e1det_42353706#2_0
42355001#5_0,e1det_42355001#5_0
42355005#10_0,e1det_42355005#10_0
42355005#11_0,e1det_42355005#11_0
42355005#3_0,e1det_42355005#3_0
42355005#4_0,e1det_42355005#4_0
42355005#5_0,e1det_42355005#5_0
42355005#6_0,e1det_42355005#6_0
42355005#8_0,e1det_42355005#8_0
42363103#0_0,e1det_42363103#0_0
42363120_0,e1det_42363120_0
42364857#5_0,e1det_42364857#5_0
42398570#1_0,e1det_42398570#1_0
42398673#2_0,e1det_42398673#2_0
42398977#0_0,e1det_42398977#0_0
42398978#1_0,e1det_42398978#1_0
42398978#7_0,e1det_42398978#7_0
42398979#0_0,e1det_42398979#0_0
42398979#1_0,e1det_42398979#1_0
42400052#0_0,e1det_42400052#0_0
42412027#3_0,e1det_42412027#3_0
42412528#4_0,e1det_42412528#4_0
42412528#5_0,e1det_42412528#5_0
42412632#0_0,e1det_42412632#0_0
42412632#1_0,e1det_42412632#1_0
42412632#2_0,e1det_42412632#2_0
42412632#3_0,e1det_42412632#3_0
42412657#7_0,e1det_42412657#7_0
42412657#8_0,e1det_42412657#8_0
42412751#3_0,e1det_42412751#3_0
42412798#5_0,e1det_42412798#5_0
42454101#3_0,e1det_42454101#3_0
42454168#3_0,e1det_42454168#3_0
42655140#0_0,e1det_42655140#0_0
42657738_0,e1det_42657738_0
42657835_0,e1det_42657835_0
42943110#1_0,e1det_42943110#1_0
42943243#11_0,e1det_42943243#11_0
42943243#12_0,e1det_42943243#12_0
430898065#0_0,e1det_430898065#0_0
430898065#2_0,e1det_430898065#2_0
430898065#6_0,e1det_430898065#6_0
430898065#8_0,e1det_430898065#8_0
44354420_0,e1det_44354420_0
462630730#4_0,e1det_462630730#4_0
462630730#4_1,e1det_462630730#4_1
462630730#4_2,e1det_462630730#4_2
466271889#0_0,e1det_466271889#0_0
48051095_0,e1det_48051095_0
48051095_1,e1det_48051095_1
48051223#13_0,e1det_48051223#13_0
48051223#13_1,e1det_48051223#13_1
48051223#5_0,e1det_48051223#5_0
48051223#5_1,e1det_48051223#5_1
48051223#7_0,e1det_48051223#7_0
48051223#7_1,e1det_48051223#7_1
4822336#0_0,e1det_4822336#0_0
4822336#1_0,e1det_4822336#1_0
4822345#11_0,e1det_4822345#11_0
4822345#13_0,e1det_4822345#13_0
4822345#14_0,e1det_4822345#14_0
4822345#15_0,e1det_4822345#15_0
4822345#19_0,e1det_4822345#19_0
4822345#7_0,e1det_4822345#7_0
4822345#8_0,e1det_4822345#8_0
4822345#9_0,e1det_4822345#9_0
504547045#0_0,e1det_504547045#0_0
50625375#0_0,e1det_50625375#0_0
50625376#1_0,e1det_50625376#1_0
50633435_0,e1det_50633435_0
515983627#0_0,e1det_515983627#0_0
5169015#3_0,e1det_5169015#3_0
543824360#8_0,e1det_543824360#8_0
550304044#0_0,e1det_550304044#0_0
562177329_0,e1det_562177329_0
562177329_1,e1det_562177329_1
562177330#1_0,e1det_562177330#1_0
567248422#2_0,e1det_567248422#2_0
60065311#4_0,e1det_60065311#4_0
60065311#5_0,e1det_60065311#5_0
60110808#1_0,e1det_60110808#1_0
609201045#0_0,e1det_609201045#0_0
609201045#1_0,e1det_609201045#1_0
609201045#3_0,e1det_609201045#3_0
663819976#1_0,e1det_663819976#1_0
663819976#2_0,e1det_663819976#2_0
663819976#3_0,e1det_663819976#3_0
723295641#1_0,e1det_723295641#1_0
723298101_0,e1det_723298101_0
72701010#0_0,e1det_72701010#0_0
739539791#0_0,e1det_739539791#0_0
739539791#1_0,e1det_739539791#1_0
743595603#1_0,e1det_743595603#1_0
757864194#0_0,e1det_757864194#0_0
757864194#1_0,e1det_757864194#1_0
757866631_0,e1det_757866631_0
759035540_0,e1det_759035540_0
818698304#0_0,e1det_818698304#0_0
833742955_0,e1det_833742955_0
83800739#1_0,e1det_83800739#1_0
83812295_0,e1det_83812295_0
83812435#0_0,e1det_83812435#0_0
83812435#0_1,e1det_83812435#0_1
83812435#0_2,e1det_83812435#0_2
83812435#1_0,e1det_83812435#1_0
83812435#1_1,e1det_83812435#1_1
83812435#1_2,e1det_83812435#1_2
83812435#2_0,e1det_83812435#2_0
83812435#2_2,e1det_83812435#2_2
849487526#2_0,e1det_849487526#2_0
852490436_0,e1det_852490436_0
852490436_1,e1det_852490436_1
853328358_0,e1det_853328358_0
854231922#1_0,e1det_854231922#1_0
863690573#3_0,e1det_863690573#3_0
863690576_0,e1det_863690576_0
863690577#1_0,e1det_863690577#1_0
863690577#1_1,e1det_863690577#1_1
865466546_0,e1det_865466546_0
868296018#3_0,e1det_868296018#3_0
868296018#4_0,e1det_868296018#4_0
868296018#7_0,e1det_868296018#7_0
886900163_0,e1det_886900163_0
886900163_1,e1det_886900163_1
886900164#2_0,e1det_886900164#2_0
93467791#13_0,e1det_93467791#13_0
93467791#14_0,e1det_93467791#14_0
93467791#16_0,e1det_93467791#16_0
93467791#17_0,e1det_93467791#17_0
93467791#18_0,e1det_93467791#18_0
93467791#19_0,e1det_93467791#19_0
93467791#20_0,e1det_93467791#20_0
93467791#7_0,e1det_93467791#7_0
93467798#1_0,e1det_93467798#1_0
93467805#0_0,e1det_93467805#0_0
93467805#2_0,e1det_93467805#2_0
93467805#3_0,e1det_93467805#3_0
93467805#4_0,e1det_93467805#4_0
93467805#5_0,e1det_93467805#5_0
93467807#10_0,e1det_93467807#10_0
93467807#11_0,e1det_93467807#11_0
93467807#12_0,e1det_93467807#12_0
93467807#13_0,e1det_93467807#13_0
93467807#14_0,e1det_93467807#14_0
93467807#16_0,e1det_93467807#16_0
93467807#17_0,e1det_93467807#17_0
93467807#8_0,e1det_93467807#8_0
93467807#9_0,e1det_93467807#9_0
939163956_0,e1det_939163956_0
in10_0,e1det_in10_0
in10_1,e1det_in10_1
in11_0,e1det_in11_0
in11_1,e1det_in11_1
in12_0,e1det_in12_0
in14_0,e1det_in14_0
in1_0,e1det_in1_0
in1_1,e1det_in1_1
in3_0,e1det_in3_0
in3_1,e1det_in3_1
in5_0,e1det_in5_0
in5_1,e1det_in5_1
in6_0,e1det_in6_0
in6_1,e1det_in6_1
in8_0,e1det_in8_0
in8_1,e1det_in8_1
